"ID","period","herd","Year","Lat","Long","Frequency","Duration","n","tau_p","tau_p_min","tau_p_max","tau_v","tau_v_min","tau_v_max","diffusion","diffusion_min","diffusion_max","HR","HR_min","HR_max","Speed","Speed_min","Speed_max","elev_220809","slope_220809","proj_age_220809","heli_ten_220809"
81355,"during","hr",2021,54.6406081,-121.82991,720,70.5,99,1107778.606,329744.528,3721588.492,NA,NA,NA,8.701418135,6.635396117,11.04317382,77605451.63,24549416.51,160645427.5,NA,NA,NA,2.20603985502559,2.05718306440758,0.807198288205317,0
81355,"prior1","hr",2020,54.43542805,-121.9369524,721,47.5,60,2079350.552,279814.7612,15452003.67,NA,NA,NA,4.693978668,3.317139034,6.306087414,96612503.14,13893113.88,257837277.2,NA,NA,NA,2.35688591552925,2.16793143619859,0.773256397123638,0.860891626486255
81356,"prior2","hr",2018,54.19002,-121.2441139,720,41,69,787383.7532,158688.174,3906864.381,NA,NA,NA,8.789881891,6.407229796,11.543364,52739229.06,11923260.53,123321833.1,NA,NA,NA,2.33182432510122,2.30887817163318,0.501081788247406,1
81357,"prior1","hr",2020,54.80115445,-121.5203463,720,48.5,76,2035463.95,179725.1314,23052499.44,NA,NA,NA,2.582533399,1.720925754,3.616234223,29906407.73,3128669.606,86196711.02,NA,NA,NA,2.38034423738129,1.98542227872847,0.903315948149555,0
81357,"prior2","hr",2019,54.7221853,-122.0436593,720,41.5,66,471767.959,160558.8803,1386189.333,NA,NA,NA,13.33953041,9.558777652,17.74048405,47416862.1,17658557.02,91614359.22,NA,NA,NA,2.34655502926744,2.3201597041026,0.59613260689472,0
81358,"prior1","hr",2020,53.7310728,-120.7022964,720,48.50069444,85,1023657.681,269384.5939,3889884.84,NA,NA,NA,13.56221253,10.37516403,17.16960094,124602693.3,34252048.2,272220574.7,NA,NA,NA,2.69818929952563,2.66401323080616,0.520056254140825,0.566874804259317
81361,"prior1","hr",2020,54.0756156,-121.001135,720,17.49930556,27,NA,NA,NA,NA,NA,NA,0.038821482,0.004110304,0.111589671,122165.8161,13608.81539,347099.6225,NA,NA,NA,2.73801219220064,4.10237252225681,0.725716192503365,1
81362,"prior1","hr",2020,54.0433711,-121.5593664,720,48.49930556,77,2315705.54,284978.7415,18817165.52,NA,NA,NA,10.87940038,7.602432452,14.73440145,147910828,19096963.93,405676330.8,NA,NA,NA,2.15988778031502,2.1196222382425,0.666819392393886,0.995663357847179
81362,"prior2","hr",2018,53.9766236,-121.4695757,720,41.5,70,478698.0859,165459.9219,1384938.751,NA,NA,NA,31.55634601,22.79437479,41.72114419,102258016.1,38254827.92,197174541.2,NA,NA,NA,2.3415222570451,2.74726871334912,0.787071716472105,0.987275350911715
81363,"prior2","hr",2018,53.51988165,-121.1412567,720,38.50069444,64,363226.1792,120603.5856,1093941.416,NA,NA,NA,37.83958746,25.0454702,53.23159215,66557733.25,24979720.81,128152109.3,NA,NA,NA,2.96380282997524,2.5987323742686,0.488306025959228,0.0211214713586986
81365,"during","hr",2021,53.4640736,-121.4298924,16559,11.49930556,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16398760.1,248800.3661,64551916.91,NA,NA,NA,2.59803755884457,2.41184005371782,0.0389516242048569,0
81380,"after","cn",2022,51.61315015,-118.988194,899,16.375,30,NA,NA,NA,NA,NA,NA,9.292690296,3.994364433,16.7893858,17236065.83,5202962.381,36345266.46,NA,NA,NA,3.42677395707035,2.80801344777555,0.52543824776986,1
83781,"during","hr",2021,54.705259,-122.0540174,900,70.41597222,94,6327974.528,428955.5457,93350609.47,NA,NA,NA,12.42609941,9.079410999,16.28973517,558364598.1,38872535.11,1750884862,NA,NA,NA,1.83050527595477,1.58454981249056,0.393329903123582,0
83781,"prior1","hr",2020,54.8140568,-121.7371446,781,47.66666667,72,1061917.693,230329.711,4895891.123,NA,NA,NA,10.15870922,7.429131157,13.30874879,92194996.95,21485808.01,213424613.3,NA,NA,NA,2.25315660016212,1.78705200627072,0.761671556451693,0
83782,"prior1","hr",2020,54.7924869,-121.5497436,781,48.66666667,75,687537.614,145969.9892,3238391.488,NA,NA,NA,30.97141769,20.90774366,42.9810639,60774704.27,14554743.63,139403219.3,NA,NA,NA,2.67724364567312,2.51175882448226,0.310574702880942,0
83782,"during","hr",2021,54.8001292,-121.5589275,781,70.33333333,93,732497.665,250773.2931,2139593.186,NA,NA,NA,34.0329509,24.1540184,45.57908313,151732658,58325686.24,289012073.7,NA,NA,NA,2.52682219505494,2.20561910788084,0.563215309832194,0
83782,"after","hr",2022,54.7781003,-121.5113263,780,33.58263889,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,13142710.29,9210738.283,17762638.8,NA,NA,NA,2.66391671585731,2.26228057204016,0.648517406075244,0
85443,"prior1","hr",2020,54.7919964,-121.4829544,779.5,5.874305556,9,NA,NA,NA,NA,NA,NA,1.90845497,0.23788769,5.27967709,7875017.184,86080.42782,32175153.89,NA,NA,NA,2.37568360780263,1.45856437817352,1.19119007541601,0
85443,"during","hr",2021,54.710211,-122.0402927,781,69.875,98,5660822.372,431356.4073,74288707.41,NA,NA,NA,14.55900128,10.80753039,18.86076247,594963165.9,46533542.05,1823776871,NA,NA,NA,1.85619892067855,1.65881940998067,0.424974314740098,0
85443,"after","hr",2022,54.73685085,-121.9425133,780,33.50069444,50,327155.2806,115055.0599,930255.2858,NA,NA,NA,17.90681523,11.53151168,25.66256566,51722233.56,21452293.64,95081736.33,NA,NA,NA,2.32364172604764,2.62527324689264,0.604353146100932,0
85451,"during","hr",2021,54.67209945,-121.7924723,780,69.875,116,208505.7342,119105.6214,365009.1463,NA,NA,NA,2.327509632,1.637112963,3.137468847,2888900.424,1850400.693,4155009.109,NA,NA,NA,2.4842332132758,1.64606548305679,0.655732424679028,0
85451,"prior1","hr",2020,54.7908278,-121.4822458,780,4.791666667,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,861778.0275,313772.6467,1681744.63,NA,NA,NA,2.53220653025219,1.75431409451692,1.56847125546183,0
